id,Timestamp,Category,Money,Description,Details
950319323,2022-11-12T17:53:43.187479+00:00,market,23200,Power market order partially filled,"{""resource"": ""Power"", ""amount"": 100000, ""quality"": 2, ""price"": ""$0.23"", ""buyer"": ""haldragor"", ""profit"": ""$-1381"", ""fees"": ""$6897"", ""remaining_fees"": ""$0""}"
950313393,2022-11-12T17:47:21.334972+00:00,bonds,-125000,Investment in bonds,"{""amount"": 25, ""bond issuer"": ""HABASHAVACILIK"", ""interest"": ""0.5%"", ""restructure on default"": ""60%""}"
950312820,2022-11-12T17:46:44.234398+00:00,bonds,-125000,Investment in bonds,"{""amount"": 25, ""bond issuer"": ""HABASHAVACILIK"", ""interest"": ""0.5%"", ""restructure on default"": ""60%""}"
950312014,2022-11-12T17:45:56.710559+00:00,production,-5103,Production of Fuselage,"{""amount"": 28, ""price"": ""$2019.05"", ""quality"": 0}"
950311786,2022-11-12T17:45:41.829379+00:00,production,-10164,Production of Chemicals,"{""amount"": 5000, ""price"": ""$12.57"", ""quality"": 2}"
950311724,2022-11-12T17:45:37.193274+00:00,market,-52458,Bought Minerals on market,"{""amount"": 4996, ""price"": ""$10.50"", ""seller(s)"": ""Grounded Underground""}"
950311469,2022-11-12T17:45:22.558664+00:00,bonds,100000,Bond call,"{""issuer"": ""Nilzas Cooperativa"", ""amount"": 20, ""interest"": 0.5}"
950311201,2022-11-12T17:45:08.491574+00:00,production,-8470,Production of Silicon,"{""amount"": 3000, ""price"": ""$5.63"", ""quality"": 2}"
950311078,2022-11-12T17:45:02.775062+00:00,market,-6840,Bought Sand on market,"{""amount"": 6000, ""price"": ""$1.14"", ""seller(s)"": ""Just a disaster""}"
950310298,2022-11-12T17:44:17.185543+00:00,production,-7166,Production of Carbon composite,"{""amount"": 1128, ""price"": ""$45.95"", ""quality"": 1}"
950310011,2022-11-12T17:44:02.650480+00:00,production,-52801,Production of Carbon fibers,"{""amount"": 25790, ""price"": ""$4.90"", ""quality"": 1}"
950092333,2022-11-12T14:08:12.406560+00:00,market,24426,Silicon market order filled,"{""resource"": ""Silicon"", ""amount"": 3214, ""quality"": 2, ""price"": ""$7.60"", ""buyer"": ""Big Floppa S.p.a."", ""profit"": 6223}"
950089102,2022-11-12T14:05:24.955490+00:00,fees,-1231,Market fees selling Silicon,"{""remaining_fees"": ""$0""}"
950089101,2022-11-12T14:05:24.953048+00:00,market,16598,Silicon market order partially filled,"{""resource"": ""Silicon"", ""amount"": 2184, ""quality"": 2, ""price"": ""$7.60"", ""buyer"": ""Thierry"", ""profit"": ""$2997"", ""fees"": ""$1231"", ""remaining_fees"": ""$0""}"
950055047,2022-11-12T13:29:47.896746+00:00,production,-2734,Production of Fuselage,"{""amount"": 15, ""price"": ""$2019.08"", ""quality"": 0}"
950054624,2022-11-12T13:29:25.531433+00:00,production,-59,Production of Golden bars,"{""amount"": 4, ""price"": ""$4223.54"", ""quality"": 2}"
950034342,2022-11-12T13:09:41.084536+00:00,fees,-2356,Market fees selling Chemicals,{}
950034341,2022-11-12T13:09:41.080543+00:00,market,78522,Chemicals market order filled,"{""resource"": ""Chemicals"", ""amount"": 5569, ""quality"": 2, ""price"": ""$14.10"", ""buyer"": ""Berkshire Hathaway Company"", ""profit"": 3400}"
950022430,2022-11-12T12:57:26.536894+00:00,market,15480,Fuselage market order filled,"{""resource"": ""Fuselage"", ""amount"": 6, ""quality"": 0, ""price"": ""$2580.00"", ""buyer"": ""Malinok Enterprises"", ""profit"": 2559}"
950001667,2022-11-12T12:36:01.474209+00:00,market,23220,Fuselage market order partially filled,"{""resource"": ""Fuselage"", ""amount"": 9, ""quality"": 0, ""price"": ""$2580.00"", ""buyer"": ""Postmates"", ""profit"": ""$3838"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
949999648,2022-11-12T12:33:56.553832+00:00,fees,-3483,Market fees selling Fuselage,"{""remaining_fees"": ""$0""}"
949999647,2022-11-12T12:33:56.543930+00:00,market,77400,Fuselage market order partially filled,"{""resource"": ""Fuselage"", ""amount"": 30, ""quality"": 0, ""price"": ""$2580.00"", ""buyer"": ""Thing 2"", ""profit"": ""$9313"", ""fees"": ""$3483"", ""remaining_fees"": ""$0""}"
949995105,2022-11-12T12:29:27.879331+00:00,fees,-2025,Market fees selling High grade e-comps,{}
949995104,2022-11-12T12:29:27.877501+00:00,market,67470,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 78, ""quality"": 2, ""price"": ""$865.00"", ""buyer"": ""Busta SA"", ""profit"": 23107}"
949993875,2022-11-12T12:28:09.815391+00:00,production,-3645,Production of Fuselage,"{""amount"": 20, ""price"": ""$2019.08"", ""quality"": 0}"
949993255,2022-11-12T12:27:28.783334+00:00,production,-2541,Production of Carbon composite,"{""amount"": 400, ""price"": ""$45.92"", ""quality"": 1}"
949993103,2022-11-12T12:27:18.696888+00:00,production,-2541,Production of Carbon composite,"{""amount"": 400, ""price"": ""$45.92"", ""quality"": 1}"
949632406,2022-11-12T05:31:11.176182+00:00,production,-1823,Production of Fuselage,"{""amount"": 10, ""price"": ""$2517.38"", ""quality"": 0}"
949632334,2022-11-12T05:31:03.343408+00:00,market,-23166,Bought Carbon composite on market,"{""amount"": 396, ""price"": ""$58.50"", ""seller(s)"": ""They got a really bad haircut""}"
949631996,2022-11-12T05:30:24.448628+00:00,production,-5103,Production of Fuselage,"{""amount"": 28, ""price"": ""$2030.67"", ""quality"": 0}"
949631853,2022-11-12T05:30:08.032556+00:00,production,-3875,Production of Carbon composite,"{""amount"": 610, ""price"": ""$45.92"", ""quality"": 1}"
949537279,2022-11-12T03:31:00.360302+00:00,taxes,-23932,Accounting overhead,"{""Cash"": ""$653,137"", ""Investment in bonds"": ""$6,240,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$19,466"", ""Cash/bonds value over $6,000,000 at 0.5%"": ""$4,466""}"
949517727,2022-11-12T02:59:45.369830+00:00,fees,-4246,Market fees selling Fuselage,{}
949517726,2022-11-12T02:59:45.367571+00:00,market,141510,Fuselage market order filled,"{""resource"": ""Fuselage"", ""amount"": 53, ""quality"": 0, ""price"": ""$2670.00"", ""buyer"": ""I.S. Enterprises"", ""profit"": 22802}"
949501552,2022-11-12T02:32:04.681959+00:00,fees,-749,Market fees selling High grade e-comps,{}
949501551,2022-11-12T02:32:04.679450+00:00,market,24940,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 29, ""quality"": 2, ""price"": ""$860.00"", ""buyer"": ""Bobbbbbby"", ""profit"": 8459}"
949496763,2022-11-12T02:23:56.114951+00:00,production,-10005,Production of Carbon composite,"{""amount"": 1575, ""price"": ""$45.92"", ""quality"": 1}"
949496680,2022-11-12T02:23:46.860536+00:00,bonds,-100000,Investment in bonds,"{""amount"": 20, ""bond issuer"": ""RWTH Primary Contractor"", ""interest"": ""0.5%"", ""restructure on default"": ""60%""}"
949445788,2022-11-12T01:08:08.126349+00:00,bonds,100000,Bond call,"{""issuer"": ""Tawfeeq Industries"", ""amount"": 20, ""interest"": 0.5}"
949408638,2022-11-12T00:13:20.337661+00:00,interest,510,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""GRUP LDS""}"
949405343,2022-11-12T00:12:48.337706+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""UGC Logistics""}"
949404798,2022-11-12T00:12:43.765050+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Gwen Corp""}"
949403599,2022-11-12T00:12:37.900834+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""LACTALOS""}"
949388643,2022-11-12T00:11:10.560956+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Rockport""}"
949383368,2022-11-12T00:10:53.129454+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Eymo1919""}"
949379213,2022-11-12T00:10:42.171134+00:00,interest,2550,Bond yield,"{""bond value"": ""$500000"", ""interest"": ""0.5%"", ""issuer"": ""Capybara Company""}"
949377409,2022-11-12T00:10:37.707788+00:00,interest,255,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""issuer"": ""BestBeverage""}"
949372964,2022-11-12T00:10:27.551247+00:00,interest,510,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Mr..Elon Musk""}"
949370128,2022-11-12T00:10:21.588093+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Full Live""}"
949362572,2022-11-12T00:10:05.218896+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""BOOP PROSPECTING.""}"
949361888,2022-11-12T00:10:03.774494+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Wonka chocolate""}"
949358140,2022-11-12T00:09:55.743356+00:00,interest,688,Bond yield,"{""bond value"": ""$135000"", ""interest"": ""0.5%"", ""issuer"": ""Anadolu""}"
949353077,2022-11-12T00:09:44.297788+00:00,interest,637,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""AllCore Electronics""}"
949347297,2022-11-12T00:09:31.975084+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Don Aspi TKOC""}"
949346172,2022-11-12T00:09:29.971724+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Plucking Frog""}"
949334048,2022-11-12T00:09:04.836396+00:00,interest,390,Bond yield,"{""bond value"": ""$75000"", ""interest"": ""0.5%"", ""issuer"": ""A.V.H BLUE MOON""}"
949333457,2022-11-12T00:09:03.575886+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Win Win Street food""}"
949323778,2022-11-12T00:08:46.322676+00:00,interest,300,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.6%"", ""issuer"": ""Seven ithalat ihracat""}"
949323749,2022-11-12T00:08:46.279827+00:00,interest,2600,Bond yield,"{""bond value"": ""$500000"", ""interest"": ""0.5%"", ""issuer"": ""Beatniks Cash Salad""}"
949323356,2022-11-12T00:08:45.526518+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Tawfeeq Industries""}"
949323004,2022-11-12T00:08:44.692562+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Coby company""}"
949319296,2022-11-12T00:08:35.785250+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
949318976,2022-11-12T00:08:35.104966+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
949318969,2022-11-12T00:08:35.089796+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Jerem store""}"
949305668,2022-11-12T00:08:10.767562+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
949305659,2022-11-12T00:08:10.754081+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
949305571,2022-11-12T00:08:10.610969+00:00,interest,425,Bond yield,"{""bond value"": ""$85000"", ""interest"": ""0.5%"", ""issuer"": ""Fate Co""}"
949305563,2022-11-12T00:08:10.597009+00:00,interest,1775,Bond yield,"{""bond value"": ""$355000"", ""interest"": ""0.5%"", ""issuer"": ""Brother Xiaoye""}"
949301433,2022-11-12T00:08:03.115678+00:00,interest,750,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.6%"", ""issuer"": ""KANLIS""}"
949301426,2022-11-12T00:08:03.103696+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""UTOPIA MINDS""}"
949298953,2022-11-12T00:07:57.866465+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Nilzas Cooperativa""}"
949298943,2022-11-12T00:07:57.851160+00:00,interest,1500,Bond yield,"{""bond value"": ""$300000"", ""interest"": ""0.5%"", ""issuer"": ""Gungor holding 0""}"
949298656,2022-11-12T00:07:57.396165+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""Heatsink""}"
949294887,2022-11-12T00:07:50.374499+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""TechnoSpace CO.""}"
949294879,2022-11-12T00:07:50.359299+00:00,interest,750,Bond yield,"{""bond value"": ""$150000"", ""interest"": ""0.5%"", ""issuer"": ""Madeireira Cara de Pau""}"
949283391,2022-11-12T00:07:26.043361+00:00,interest,325,Bond yield,"{""bond value"": ""$65000"", ""interest"": ""0.5%"", ""issuer"": ""KComme""}"
949008882,2022-11-11T22:13:38.627682+00:00,bonds,60000,Bond call,"{""issuer"": ""Communist Spies Pty Ltd"", ""amount"": 12, ""interest"": 0.7}"
948817365,2022-11-11T19:08:23.629036+00:00,fees,-740,Market fees selling High grade e-comps,{}
948817364,2022-11-11T19:08:23.626057+00:00,market,24650,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 29, ""quality"": 2, ""price"": ""$850.00"", ""buyer"": ""ORDER STARLINK"", ""profit"": 7982}"
948815815,2022-11-11T19:07:04.277034+00:00,market,11573,Reinforced concrete market order filled,"{""resource"": ""Reinforced concrete"", ""amount"": 71, ""quality"": 0, ""price"": ""$163.00"", ""buyer"": ""BAAC Vlaanderen"", ""profit"": -259}"
948815716,2022-11-11T19:06:59.505519+00:00,fees,-548,Market fees selling Reinforced concrete,"{""remaining_fees"": ""$0""}"
948815715,2022-11-11T19:06:59.502502+00:00,market,6683,Reinforced concrete market order partially filled,"{""resource"": ""Reinforced concrete"", ""amount"": 41, ""quality"": 0, ""price"": ""$163.00"", ""buyer"": ""Wingereld"", ""profit"": ""$-698"", ""fees"": ""$548"", ""remaining_fees"": ""$0""}"
948813583,2022-11-11T19:05:14.653636+00:00,fees,-22,Market fees selling Electronics research,{}
948813582,2022-11-11T19:05:14.650563+00:00,market,720,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 2, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""Skippy"", ""profit"": 163}"
948810051,2022-11-11T19:02:17.421821+00:00,market,2415,Planks market order filled,"{""resource"": ""Planks"", ""amount"": 291, ""quality"": 0, ""price"": ""$8.30"", ""buyer"": ""A.Ceska"", ""profit"": -227}"
948809889,2022-11-11T19:02:06.943578+00:00,fees,-112,Market fees selling Planks,"{""remaining_fees"": ""$0""}"
948809888,2022-11-11T19:02:06.941341+00:00,market,1303,Planks market order partially filled,"{""resource"": ""Planks"", ""amount"": 157, ""quality"": 0, ""price"": ""$8.30"", ""buyer"": ""Beccys Bio Handel"", ""profit"": ""$-234"", ""fees"": ""$112"", ""remaining_fees"": ""$0""}"
948809562,2022-11-11T19:01:48.430284+00:00,fees,-102,Market fees selling Bricks,{}
948809561,2022-11-11T19:01:48.421989+00:00,market,3388,Bricks market order filled,"{""resource"": ""Bricks"", ""amount"": 1540, ""quality"": 0, ""price"": ""$2.20"", ""buyer"": ""Kefirs Company"", ""profit"": -40}"
948809523,2022-11-11T19:01:46.616764+00:00,fees,-2984,Market fees selling Fuselage,{}
948809522,2022-11-11T19:01:46.613673+00:00,market,99440,Fuselage market order filled,"{""resource"": ""Fuselage"", ""amount"": 44, ""quality"": 0, ""price"": ""$2260.00"", ""buyer"": ""Serem Company LLC"", ""profit"": 2561}"
948805134,2022-11-11T18:57:18.834840+00:00,fees,-1941,Market fees selling Construction units,{}
948805132,2022-11-11T18:57:18.814059+00:00,market,64680,Construction units market order filled,"{""resource"": ""Construction units"", ""amount"": 28, ""quality"": 0, ""price"": ""$2310.00"", ""buyer"": ""Ashcroft Enterprises"", ""profit"": -7308}"
948774682,2022-11-11T18:25:07.313824+00:00,production,-8470,Production of Silicon,"{""amount"": 3000, ""price"": ""$5.65"", ""quality"": 2}"
948774595,2022-11-11T18:25:01.969208+00:00,market,-6900,Bought Sand on market,"{""amount"": 6000, ""price"": ""$1.15"", ""seller(s)"": ""JUICER COMPANY""}"
948773929,2022-11-11T18:24:28.597873+00:00,production,-5650,Production of Fuselage,"{""amount"": 31, ""price"": ""$2250.34"", ""quality"": 0}"
948773761,2022-11-11T18:24:20.604047+00:00,market,-13080,Bought Carbon composite on market,"{""amount"": 218, ""price"": ""$60.00"", ""seller(s)"": ""GoldBell Fiber""}"
948773459,2022-11-11T18:24:04.847019+00:00,market,-16377,Bought Carbon composite on market,"{""amount"": 278, ""price"": ""$58.91"", ""seller(s)"": ""Aloyfearcompagnie, MbA MbI""}"
948772222,2022-11-11T18:22:52.728474+00:00,production,-38309,Production of High grade e-comps,"{""amount"": 176, ""price"": ""$542.46"", ""quality"": 2}"
948772098,2022-11-11T18:22:46.267057+00:00,production,-11293,Production of Silicon,"{""amount"": 4000, ""price"": ""$5.66"", ""quality"": 2}"
948772000,2022-11-11T18:22:40.290901+00:00,market,-9212,Bought Sand on market,"{""amount"": 8000, ""price"": ""$1.15"", ""seller(s)"": ""FedincSA, Project Sigma""}"
948771151,2022-11-11T18:21:47.421176+00:00,production,-4212,Production of Carbon composite,"{""amount"": 663, ""price"": ""$46.41"", ""quality"": 1}"
948771049,2022-11-11T18:21:39.851406+00:00,production,-30,Production of Golden bars,"{""amount"": 2, ""price"": ""$4222.04"", ""quality"": 2}"
948770897,2022-11-11T18:21:27.973429+00:00,production,-52801,Production of Carbon fibers,"{""amount"": 25790, ""price"": ""$4.89"", ""quality"": 1}"
948770790,2022-11-11T18:21:21.533930+00:00,production,-26390,Production of Carbon fibers,"{""amount"": 12890, ""price"": ""$4.89"", ""quality"": 1}"
948770641,2022-11-11T18:21:13.303023+00:00,market,-553850,Bought Crude oil on market,"{""amount"": 20000, ""price"": ""$27.69"", ""seller(s)"": ""British Oil, HeBrews Coffee""}"
948769646,2022-11-11T18:19:58.691611+00:00,market,-46000,Bought Construction units on market,"{""amount"": 20, ""price"": ""$2300.00"", ""seller(s)"": ""Creeping on the come up""}"
948769635,2022-11-11T18:19:58.001157+00:00,market,-2656,Bought Planks on market,"{""amount"": 320, ""price"": ""$8.30"", ""seller(s)"": ""All Rounder Civil Engineer""}"
948769630,2022-11-11T18:19:57.607611+00:00,market,-2420,Bought Bricks on market,"{""amount"": 1100, ""price"": ""$2.20"", ""seller(s)"": ""Jeffville""}"
948769627,2022-11-11T18:19:57.304980+00:00,market,-13200,Bought Reinforced concrete on market,"{""amount"": 80, ""price"": ""$165.00"", ""seller(s)"": ""P.J.Murfco""}"
948394263,2022-11-11T12:21:16.645380+00:00,production,-1452,Production of Carbon composite,"{""amount"": 218, ""price"": ""$46.61"", ""quality"": 1}"
948394117,2022-11-11T12:21:07.939392+00:00,production,-67682,Production of Power,"{""amount"": 381072, ""price"": ""$0.18"", ""quality"": 2}"
948393942,2022-11-11T12:20:56.085742+00:00,production,-10743,Production of Fuselage,"{""amount"": 55, ""price"": ""$2058.08"", ""quality"": 0}"
948393819,2022-11-11T12:20:49.855484+00:00,production,-67682,Production of Power,"{""amount"": 381072, ""price"": ""$0.18"", ""quality"": 2}"
948393574,2022-11-11T12:20:35.135959+00:00,production,-37601,Production of Water,"{""amount"": 160965, ""price"": ""$0.27"", ""quality"": 1}"
948393184,2022-11-11T12:20:10.059513+00:00,market,-32620,Bought Construction units on market,"{""amount"": 14, ""price"": ""$2330.00"", ""seller(s)"": ""ABS LIDER""}"
948393168,2022-11-11T12:20:08.696099+00:00,market,-1927,Bought Planks on market,"{""amount"": 224, ""price"": ""$8.60"", ""seller(s)"": ""TMS OTRS""}"
948393158,2022-11-11T12:20:08.061937+00:00,market,-1656,Bought Bricks on market,"{""amount"": 770, ""price"": ""$2.15"", ""seller(s)"": ""Laris .co""}"
948393146,2022-11-11T12:20:07.578925+00:00,market,-9296,Bought Reinforced concrete on market,"{""amount"": 56, ""price"": ""$166.00"", ""seller(s)"": ""Nerfoux Inc.""}"
948392650,2022-11-11T12:19:32.367391+00:00,production,-28934,Production of Carbon fibers,"{""amount"": 13430, ""price"": ""$5.02"", ""quality"": 1}"
948392487,2022-11-11T12:19:22.373765+00:00,production,-14962,Production of Gold ore,"{""amount"": 2351, ""price"": ""$21.01"", ""quality"": 1}"
948275380,2022-11-11T10:10:05.452010+00:00,fees,-3094,Market fees selling Water,{}
948275379,2022-11-11T10:10:05.448977+00:00,market,103118,Water market order filled,"{""resource"": ""Water"", ""amount"": 322246, ""quality"": 1, ""price"": ""$0.32"", ""buyer"": ""White Light Inc"", ""profit"": 13915}"
948266107,2022-11-11T09:59:54.046823+00:00,fees,-432,Market fees selling Electronics research,{}
948266106,2022-11-11T09:59:54.036629+00:00,market,14400,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 40, ""quality"": 0, ""price"": ""$360.00"", ""buyer"": ""Bankrupt Limited"", ""profit"": 3280}"
948260089,2022-11-11T09:52:57.987618+00:00,fees,-1645,Market fees selling High grade e-comps,{}
948260088,2022-11-11T09:52:57.985474+00:00,market,54810,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 63, ""quality"": 2, ""price"": ""$870.00"", ""buyer"": ""Lumadius"", ""profit"": 18531}"
948258366,2022-11-11T09:50:51.609861+00:00,production,-3419,Production of Carbon composite,"{""amount"": 516, ""price"": ""$46.57"", ""quality"": 1}"
948257242,2022-11-11T09:49:28.458678+00:00,fees,-3360,Market fees selling Power,{}
948257241,2022-11-11T09:49:28.455894+00:00,market,111986,Power market order filled,"{""resource"": ""Power"", ""amount"": 482702, ""quality"": 2, ""price"": ""$0.23"", ""buyer"": ""Dynamoland Inc."", ""profit"": 23491}"
948255522,2022-11-11T09:47:03.832488+00:00,bonds,-100000,Investment in bonds,"{""amount"": 20, ""bond issuer"": ""GRUP LDS"", ""interest"": ""0.5%"", ""restructure on default"": ""36%""}"
948255248,2022-11-11T09:46:42.761494+00:00,bonds,-100000,Investment in bonds,"{""amount"": 20, ""bond issuer"": ""Mr..Elon Musk"", ""interest"": ""0.5%"", ""restructure on default"": ""24%""}"
948254684,2022-11-11T09:45:58.790935+00:00,production,-16,Production of Golden bars,"{""amount"": 1, ""price"": ""$4218.77"", ""quality"": 2}"
948254368,2022-11-11T09:45:38.877870+00:00,production,-1134,Production of Carbon composite,"{""amount"": 171, ""price"": ""$46.59"", ""quality"": 1}"
948153528,2022-11-11T07:46:11.721761+00:00,bonds,25000,Bond call,"{""issuer"": ""Tawfeeq Industries"", ""amount"": 5, ""interest"": 0.5}"
947987722,2022-11-11T04:24:12.928363+00:00,production,-1869,Production of Carbon composite,"{""amount"": 282, ""price"": ""$46.57"", ""quality"": 1}"
947984457,2022-11-11T04:19:47.889298+00:00,production,-16,Production of Golden bars,"{""amount"": 1, ""price"": ""$4218.68"", ""quality"": 2}"
947933842,2022-11-11T03:31:29.617095+00:00,taxes,-30058,Accounting overhead,"{""Cash"": ""$1,380,630"", ""Investment in bonds"": ""$6,125,000"", ""Bonds payable"": ""$0"", ""Executive lift"": ""$0"", ""Cash/bonds value over $3,000,000 at 0.5%"": ""$22,529"", ""Cash/bonds value over $6,000,000 at 0.5%"": ""$7,529""}"
947876899,2022-11-11T02:06:23.783249+00:00,production,-8740,Production of Carbon composite,"{""amount"": 1319, ""price"": ""$46.57"", ""quality"": 1}"
947876754,2022-11-11T02:06:12.499188+00:00,production,-76,Production of Golden bars,"{""amount"": 5, ""price"": ""$4217.77"", ""quality"": 2}"
947876630,2022-11-11T02:06:04.584865+00:00,production,-6024,Production of Fuselage,"{""amount"": 31, ""price"": ""$2059.88"", ""quality"": 0}"
947876288,2022-11-11T02:05:40.660865+00:00,production,-26111,Production of Carbon fibers,"{""amount"": 12120, ""price"": ""$4.99"", ""quality"": 1}"
947847995,2022-11-11T01:22:38.517307+00:00,fees,-1071,Market fees selling High grade e-comps,{}
947847994,2022-11-11T01:22:38.514656+00:00,market,35670,High grade e-comps market order filled,"{""resource"": ""High grade e-comps"", ""amount"": 41, ""quality"": 2, ""price"": ""$870.00"", ""buyer"": ""OliveOil11"", ""profit"": 12060}"
947798855,2022-11-11T00:22:14.128891+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Rockport""}"
947789861,2022-11-11T00:19:16.945132+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Wonka chocolate""}"
947786477,2022-11-11T00:18:13.197192+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Don Aspi TKOC""}"
947778126,2022-11-11T00:15:43.949429+00:00,interest,400,Bond yield,"{""bond value"": ""$80000"", ""interest"": ""0.5%"", ""issuer"": ""WE GOT U""}"
947778001,2022-11-11T00:15:41.948174+00:00,interest,150,Bond yield,"{""bond value"": ""$30000"", ""interest"": ""0.5%"", ""issuer"": ""Simgi Entreprise""}"
947777999,2022-11-11T00:15:41.929402+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Jerem store""}"
947771447,2022-11-11T00:14:48.701769+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""UGC Logistics""}"
947770766,2022-11-11T00:14:45.124543+00:00,interest,1000,Bond yield,"{""bond value"": ""$200000"", ""interest"": ""0.5%"", ""issuer"": ""Gwen Corp""}"
947770146,2022-11-11T00:14:41.328145+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""LACTALOS""}"
947762855,2022-11-11T00:14:02.417329+00:00,interest,500,Bond yield,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""issuer"": ""Eymo1919""}"
947758823,2022-11-11T00:13:50.489073+00:00,interest,2550,Bond yield,"{""bond value"": ""$500000"", ""interest"": ""0.5%"", ""issuer"": ""Capybara Company""}"
947750996,2022-11-11T00:13:26.118316+00:00,interest,255,Bond yield,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""issuer"": ""BestBeverage""}"
947741287,2022-11-11T00:12:56.188880+00:00,interest,688,Bond yield,"{""bond value"": ""$135000"", ""interest"": ""0.5%"", ""issuer"": ""Anadolu""}"
947740541,2022-11-11T00:12:53.950701+00:00,interest,637,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""AllCore Electronics""}"
947726979,2022-11-11T00:12:01.807090+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Tawfeeq Industries""}"
947722701,2022-11-11T00:11:43.577814+00:00,interest,625,Bond yield,"{""bond value"": ""$125000"", ""interest"": ""0.5%"", ""issuer"": ""Win Win Street food""}"
947716135,2022-11-11T00:11:14.615486+00:00,interest,1250,Bond yield,"{""bond value"": ""$250000"", ""interest"": ""0.5%"", ""issuer"": ""SECCEN UK""}"
947716129,2022-11-11T00:11:14.596989+00:00,interest,950,Bond yield,"{""bond value"": ""$190000"", ""interest"": ""0.5%"", ""issuer"": ""Alekos S.A.""}"
